diameter	From Old French diametre (French diamètre), from Latin diametros, from Ancient Greek διάμετρος (diámetros) (γραμμή (grammḗ)) (diametros grammē, “line measuring across”), from διά (diá, “across”) + μέτρον (métron, “measure”). By surface analysis, dia- + -meter.	noun. Any straight line between two points on the circumference of a circle that passes through the center of the circle; a chord that passes through the center of the circle.
dictator	From Latin dictātor (“a chief magistrate”), from dictō (“dictate, prescribe”), from dīcō (“say, speak”). By surface analysis, dictate + -or, literally “one who dictates”. Compare Old English tictator (“absolute ruler of the Roman Republic”).	noun. An authoritarian leader of a country, nation, or government.
directly	From direct + -ly.	adverb. In a direct manner; in a straight line or course.
director	Borrowed from Middle French directeur and its source Late Latin dīrēctōrem, from Latin dīrēctus. By surface analysis, direct + -or.	noun. One who directs; the person in charge of managing a department or directorate (e.g., director of engineering), project, or production (as in a show or film, e.g., film director).
disabled	From disable + -ed.	adjective. Made incapable of use or action.
disagree	From Middle English disagre (“to refuse to assent to”), from Anglo-Norman disagreer, disagrer, desagreer (“to refuse assent”), from Old French desagreer, desagrëer (“to be disagreeable; to be unpleasant”) (modern French désagréer (“to displease”)); the English word is analysable as dis- + agree.	verb. To fail to agree; to have a different opinion or belief.
disaster	From Middle French desastre, from Italian disastro, from dis- + astro (“star”), from Latin astrum (“star”), from Ancient Greek ἄστρον (ástron, “star”), from Proto-Indo-European *h₂stḗr.	noun. An unexpected natural or man-made catastrophe of substantial extent causing significant physical damage or destruction, loss of life or sometimes permanent change to the natural environment.
discount	Alteration of French descompte, décompte, from Old French disconter, desconter (“reckon off, account back, discount”), from Medieval Latin discomputō (“to deduct, discount”), from Latin dis- (“away”) + computō (“to reckon, count”). By surface analysis, dis- + count.	verb. To sell at a reduced price.
discover	From Middle English discoveren, from Old French descovrir, from Late Latin discoperīre < discooperiō, discooperīre, from Latin dis- + cooperiō. Displaced native Old English onfindan.	verb. To find or learn something for the first time.
discrete	From Old French discret, from Latin discrētus, past participle of discernō (“divide”), from dis- + cernō (“sift”). Doublet of discreet.	adjective. Separate; distinct; individual; non- continuous.
disguise	From Middle English disgisen, disguisen, borrowed from Old French desguiser (modern French déguiser), itself derived from des- (“dis-”) (from Latin dis-) + guise (“guise”) (from a Germanic source).	noun. Material (such as clothing, makeup, a wig) used to alter one’s visual appearance in order to hide one's identity or assume another.
disorder	Borrowed from Middle French desordre (modern French désordre), from Old French desordre, from des- + ordre; by surface analysis, dis- + order (<< Latin ōrdō). Compare typologically Russian непоря́док (neporjádok), беспоря́док (besporjádok), неуря́дица (neurjádica) (akin to ряд (rjad), поря́док (porjádok)).	noun. Absence of order; state of not being arranged in an orderly manner.
disposal	From dispose + -al.	noun. A disposition; an arrangement, categorization, or classification of things.
distance	From Middle English distance, distaunce, destance (“disagreement, dispute; discrimination; armed conflict; hostility; trouble; space between two points; time interval”), from Anglo-Norman distance, distaunce, destance, Middle French distance, and Old French destance, destaunce, distaunce (“debate; difference, distinction; discord, quarrel; dispute; space between two points; time interval”) (modern French distance), and directly from their etymon Latin distantia (“difference, diversity; distance, remoteness; space between two points”) (whence also Late Latin distantia (“disagreement; discrepancy; gap, opening; time interval”)), from distāns (“being distant; standing apart”) + -ia (suffix forming feminine abstract nouns). Distāns is the present active participle of distō (“to be distant; to stand apart; to differ”), from dis- (prefix meaning ‘apart, asunder; in two’) + stō (“to stand”) (ultimately from Proto-Indo-European *steh₂- (“to stand (up)”)). The verb is derived from the noun.	noun. An amount of space between points (often geographical points), usually (but not necessarily) measured along a straight line.
distinct	From Middle English distincte, past participle of distincten (“to distinguish, discern”), from Old French destincter, from Latin distinctus, past participle of distinguere (“to distinguish”); see distinguish.	adjective. Capable of being perceived very clearly.
distract	Borrowed from Latin distractus, from distrahō (“to pull apart”), from dis- + trahō (“to pull”).	verb. To divert the attention of.
distress	The verb is from Middle English distressen, from Old French destrecier (“to restrain, constrain, put in straits, afflict, distress”); compare French détresse. Ultimately from Medieval Latin as if *districtiō, an assumed frequentative form of Latin distringō (“to pull asunder, stretch out”), from dis- (“apart”) + stringō (“to draw tight, strain”). The noun is from Middle English distresse, from Old French destrece, ultimately also from Latin distringō.	noun. Physical or emotional discomfort, suffering, or alarm, particularly of a more acute nature.
district	From French district, from Medieval Latin districtus (“a district within which the lord may distrain, also jurisdiction”), from Latin districtus, past participle of distringere (“to draw asunder, compel, distrain”), from dis- (“apart”) + stringere (“to draw tight, strain”). Doublet of Detroit.	noun. An administrative division of an area.
division	From Middle English divisioun, from Old French division, from Latin dīvīsiō, dīvīsiōnem, noun of process form from perfect passive participle dīvīsus (“divided”), from dīvidō (“divide”). Doublet of divisio.	noun. The act or process of dividing anything.
doctrine	From Middle English, from Old French, from Latin doctrina (“teaching, instruction, learning, knowledge”), from doctor (“a teacher”), from docere (“to teach”); see doctor.	noun. A belief or tenet, especially about philosophical or theological matters.
document	Borrowed from Middle French document, from Latin documentum.	noun. An original or official paper used as the basis, proof, or support of anything else, including any writing, book, or other instrument conveying information pertinent to such proof or support.
domestic	From Middle French domestique, from Latin domesticus, from domus (“house, home”).	adjective. Of or relating to the home.
dominant	Borrowed from Middle French dominant.	noun. The fifth major tone of a musical scale (five major steps above the note in question); thus G is the dominant of C, A of D, and so on.
dominate	Borrowed from Latin dominātus, perfect active participle of dominor (“to rule, have dominion”) (see -ate (verb-forming suffix)), from dominus (“lord, master”) + -or (verb-forming suffix).	verb. To govern, rule or control by superior authority or power.
donation	From Middle English donacion, donation, from Middle French donation, from Latin dōnātiō (“a present”), from dōnō (“to give”), from dōnum (“a gift”). Recorded in English since the 15th century. Equivalent to donate + -ion.	noun. A voluntary gift or contribution for a specific cause.
doubtful	From Middle English doutfull, douteful, equivalent to doubt + -ful.	adjective. Subject to, or causing doubt.
downhill	From down- + hill.	adverb. Down a slope.
dragging	From drag + -ing.	adjective. That drags.
dramatic	Learned borrowing from Latin drāmaticus. By surface analysis, drama + -tic.	adjective. Of or relating to the drama.
drawback	From draw + back. Compare setback.	noun. A disadvantage; something that detracts or takes away.
dreadful	From Middle English dredful, dredfull, dredeful (also dreful). By surface analysis, dread + -ful.	adjective. Full of something causing dread, whether Genuinely horrific, awful, or alarming; dangerous, risky. Unpleasant, awful, very bad (also used as an intensifier). Awesome, awe-inspiring, causing feelings of reverence.
dressing	From Middle English dressing, dressinge, dressynge, equivalent to dress + -ing.	noun. Material applied to a wound for protection or therapy.
drinking	Inherited from Middle English [Term?]. By surface analysis, drink + -ing.	noun. An act or session by which drink is consumed, especially alcoholic beverages.
dropping	By surface analysis, drop + -ing.	verb. present participle and gerund of drop
duration	From Middle English duracioun, from late Old French duracion, from Medieval Latin dūrātiō.	noun. An amount of time or a particular time interval.
dynamics	From dynamic + -ics.	noun. The branch of mechanics that is concerned with the effects of forces on the motion of objects.
economic	The noun is derived from Middle English economike, iconomique (“household management”), and then: from οἰκονόμος (oikonómos, “master of a house; household manager, steward; administrator, manager”) + -ῐκός (-ĭkós, suffix meaning ‘of or relating to’ forming adjectives). Οἰκονόμος (Oikonómos) is derived from οἶκος (oîkos, “dwelling place, house; estate”) (ultimately from Proto-Indo-European *weyḱ- (“(verb) to enter in; to settle; (noun) settlement”)) + νόμος (nómos, “law, ordinance”) (from νέμω (némō, “to distribute; to possess”) (ultimately from Proto-Indo-European *nem- (“to distribute; to give; to take”)) + -ος (-os, suffix forming o-grade action nouns from verbs)). Noun sense 2.2 (“one who manages the income of a vacant benefice”) is from Italian economo, from Late Latin oeconomus (“housekeeper, steward; administrator, especially of a religious foundation”), from Ancient Greek οἰκονόμος (oikonómos, “master of a house; household manager, steward; administrator, manager”): see above. The adjective is derived from the noun; compare the adjective senses in Middle and Old French, Latin, and Ancient Greek. By surface analysis, economy + -ic.	adjective. Pertaining to an economy.
educated	From educate + -ed.	adjective. Having attained a level of higher education, such as a college degree.
eighteen	From Middle English eightetene, eiȝtene, ehtetene, from Old English eahtatīene, eahtatēne, from Proto-Germanic *ahtōutehun. Cognate with West Frisian achttjin, Dutch achttien, German achtzehn, Danish atten. Equivalent to eight + -teen.	numeral. The cardinal number occurring after seventeen and before nineteen, represented in Roman numerals as XVIII and in Arabic numerals as 18.
election	From Middle English eleccioun, eleccion, from Anglo-Norman eleccioun, from Latin ēlectiōn-, stem of ēlectiō (“choice, selection”), from ēligō (“to pluck out, to choose”). Equivalent to elect + -ion. Displaced native Old English cyre (“choice, free will, election”).	noun. A process of choosing a leader, members of parliament, councillors, or other representatives by popular vote.
electric	First attested in c. 1646 in a publication by Thomas Browne. From New Latin ēlectricus (“electrical; of amber”), from ēlectr(um) (“amber”) + -icus (“adjectival suffix”); from Ancient Greek ἤλεκτρον (ḗlektron, “amber”); related to ἠλέκτωρ (ēléktōr, “shining sun”), of unknown origin (see which for more). The Latin term was apparently used first with the sense electrical in 1600 by the English physician and scientist William Gilbert in his work De Magnete.	adjective. Of, relating to, produced by, operated with, or utilising electricity; electrical.
electron	Blend of electric + ion, coined by Anglo-Irish scientist George Stoney in 1891, changed by him multiple times from an earlier electrolion and original electrine (used as early as 1874) as the name for the electric charge associated with a univalent ion. Compare electro-, -on. The particle ("corpuscule") was discovered in 1896. The name electrion was proposed for the particle in 1906 but curtailed because Hendrik Lorentz preferred electron.	noun. The subatomic particle having a negative charge and orbiting the nucleus; the flow of electrons in a conductor constitutes electricity.
elephant	From Middle English elefant, elefaunt, from Old French elefant, elefan, olifant, re-latinized in Middle French as elephant, from Latin elephantus, from Ancient Greek ἐλέφᾱς (eléphās) (gen. ἐλέφαντος (eléphantos)). Believed to be derived from an Afroasiatic form such as Proto-Berber *eḷu (“elephant”) (compare Tamahaq êlu, Tamasheq alu) or Egyptian ꜣbw (“elephant; ivory”). More at ivory. Replaced Middle English olifant (from the aforementioned Old French form, from Vulgar Latin *olifantus), which replaced Old English elpend (“elephant”).	noun. A large mammal of the family Elephantidae in the order Proboscidea, having a trunk, and native to Africa and Asia.
elevator	From elevate + -or.	noun. Anything that raises or uplifts.
eligible	From Middle French eligible, from Latin eligibilis, from ēligō (“to select, to choose”).	adjective. Allowed to and meeting the necessary conditions required to participate in or be chosen for something.
embedded	From embed + -ed.	adjective. Part of; firmly, or securely surrounded; lodged solidly into; deep-rooted.
emerging	By surface analysis, emerge + -ing.	adjective. Becoming prominent; emergent; rising.
emphasis	From Latin emphasis, from Ancient Greek ἔμφασις (émphasis, “significance”), from ἐμφαίνω (emphaínō, “to present; to indicate”), from ἐν- (en-, “in”) + φαίνω (phaínō, “to show”).	noun. Special weight or forcefulness given to something considered important.
employee	From employ + -ee. First attested in the early 19th century, possibly modeled after French employé.	noun. A person who provides labor to a company or another person.
employer	From employ + -er, first attested in the late 16th century. Compare French employeur.	noun. A person, firm or other entity which pays for or hires the services of another person.
endeavor	The verb is from Middle English endeveren (“to make an effort”); the noun is from Middle English endevour, from the verb. Endeveren is from (putten) in dever (“(to put oneself) in duty”), from in + dever (“duty”), partially translating Middle French (se mettre) en devoir (de faire) (“(to make it) one's duty (to do), to endeavour (to do)”) (from Old French devoir, deveir (“duty”)).	noun. A sincere attempt; a determined or assiduous effort towards a specific goal; assiduous or persistent activity.
engineer	The noun is derived from: The verb is derived from the noun.	noun. A soldier engaged in designing or constructing military works for attack or defence, or other engineering works. A soldier in charge of operating a weapon; an artilleryman, a gunner.
enhanced	From enhance + -ed.	adjective. In a version or form that has been improved or made better than some other standard form.
enormous	From Latin ēnormis. An assimilated form of ex- (“out of”) + norma (“rule, norm”) + -ous.	adjective. Deviating from the norm; unusual, extraordinary.
entirely	From Middle English entyerly, entierly, enterely, entyreliche, equivalent to entire + -ly.	adverb. To the full or entire extent.
entirety	From Middle English enterete, from Old French entiereté, from Latin integritās, from integer (“complete, whole”). Doublet of integrity.	noun. The whole; the complete or amount.
entrance	From Middle French entrance (“entry”). Replaced native Middle English ingang (“entrance, admission”), from Old English ingang (“ingress, entry, entrance”).	noun. The action of entering, or going in.
envelope	From French enveloppe. The engineering sense is derived from flight envelope. The verb is from the noun.	noun. A paper or cardboard wrapper used to enclose small, flat items, especially letters, for mailing.
envisage	From French envisager, from en (“in”) + visage (“visage”); equivalent to en- + visage.	verb. To conceive or see something within one's mind; to imagine or envision.
equality	Borrowed from Middle French equalité (modern French égalité), from Latin aequālitās, aequālitātem. Doublet of equity. By surface analysis, equal + -ity	noun. The fact of being equal.
equation	From Old French, from Latin aequātiō (“an equalizing”). Morphologically equate + -ion	noun. The act or process of equating two or more things, or the state of those things being equal (that is, identical).
esoteric	Learned borrowing from Ancient Greek ἐσωτερικός (esōterikós, “belonging to an inner circle”), from ἐσωτέρω (esōtérō, “further inside”), comparative of ἔσω (ésō, “within”), from ἐς (es), εἰς (eis, “into”) (the term esoteric referred originally to the secret teachings of Greek philosophers, versus public or exoteric ones).	adjective. Intended for or likely to be understood by only a small number of people with a specialized knowledge or interest, or an enlightened inner circle.
estimate	From Middle English estimat, borrowed from Latin aestimātus (“valuing, estimate”, only used in the ablative singular: "aestimātū..." (in valuing...)), from aestimō + -tus (“action noun-forming suffix”).	noun. A rough calculation or assessment of the value, size, or cost of something.
eternity	From Middle English eternyte, from Old French eternité, from Latin aeternitās. Displaced native Old English ēcnes.	noun. Existence without end, infinite time.
evaluate	Back-formation from evaluation.	verb. To draw conclusions from examining; to assess; to appraise.
evenings	From evening + -s (adverbial suffix). Compare with Dutch avonds, Low German avends, German abends.	adverb. In the evening, during the evening.
eventual	From event + -ual; compare French éventuel. The third sense is influenced by any of several European languages, including German eventuell, French éventuel, Italian eventuale, Spanish eventual, Swedish eventuell.	adjective. Finally resulting or occurring (after a period of time); inevitable.
everyday	From Middle English everidayes, every daies, every dayes (“everyday, daily, continual, constant”, adjective, literally “every day's”), equivalent to every + day.	adjective. Appropriate for ordinary use, rather than for special occasions.
everyone	An alteration of earlier everychone after every, from Middle English everichon. By surface analysis, every + one.	pronoun. Every person.
evidence	From Middle English evidence, from Old French [Term?], from Latin evidentia (“clearness, in Late Latin a proof”), from evidens (“clear, evident”); see evident.	noun. Facts or observations presented in support of an assertion.
examiner	From examine + -er.	noun. A person who investigates someone or something.
exchange	From Middle English eschaunge, borrowed from Anglo-Norman eschaunge, from Old French eschange (whence modern French échange), from the verb eschanger, from Vulgar Latin *excambiāre (from Latin ex with Late Latin cambiō). Spelling later changed on the basis of ex-, with pronunciation following. By surface analysis, ex- + change.	noun. An act of exchanging or trading.
exercise	From Middle English exercise, from Old French exercise, from Latin exercitium. Displaced native Old English plega (“an exercise”) whence Modern English play.	noun. Any activity designed to develop or hone a skill or ability.
explicit	Borrowed from French explicite, from Latin explicitus (“disentangled, easy”), variant of explicātus.	adjective. Very specific, clear, or detailed.
exposure	From expos(e) + -ure.	noun. The condition of being exposed, uncovered, or unprotected.
external	From Late Middle English, from Medieval Latin externus (“outward, external”), from exter / exterus (“on the outside, outward”).	adjective. Outside of something; on the exterior.
eyesight	From Middle English eiȝesiht, ieȝesihte, ehsihthe, eihsihthe, eȝhesihthe, equivalent to eye + sight.	noun. Vision or the faculty of sight.
facility	From Middle English facilite, from Middle French facilité, and its source, Latin facilitās. By surface analysis, facile + -ity. Doublet of faculty.	noun. The physical means or contrivances to make something (especially a public service) possible; the required equipment, infrastructure, location etc.
fairness	From Middle English fairness, fæȝernesse, from Old English fæġernes (“fairness; beauty; pleasantness”), equivalent to fair + -ness. Cognate with Old High German fagarnessi (“fairness”).	noun. The property of being fair or equitable.
faithful	From Middle English feithful, equivalent to faith + -ful.	adjective. Loyal; adhering firmly to person or cause.
familiar	From Middle English familiar, familier, from Latin familiāris (“pertaining to servants; pertaining to the household”). By surface analysis, family + -ar. Piecewise doublet of familial. Displaced native Old English hīwcūþ.	adjective. Known to one, or generally known; commonplace.
farewell	From Middle English farewel, from fare wel ! (and the variants with the personal pronoun " fare ye well " and " fare you well " used in the Renaissance), an imperative expression, possibly further derived from Old English * far wel !, equivalent to fare (“to fare, travel, journey”) + well. Compare Scots farewele, fairweill (“farewell”), Saterland Frisian Foarwäil (“farewell”), West Frisian farwol (“farewell”), German Fahrwol, Fahrwohl, East Frisian forwal, Dutch vaarwel (“farewell (sadly)”), Danish farvel (“farewell”), Norwegian farvel (“farewell”), Swedish farväl (“farewell”), Faroese farvæl (“goodbye”), Icelandic far vel (“farewell”). The extensive list of cognates suggests a postulated ultimate Proto-Germanic phrase of origin, possibly something akin to *far wela.	noun. A wish of happiness or safety at parting, especially a permanent departure.
feasible	From Anglo-Norman fesable, from Latin facere, Old French fesable, faisable (“doable”), from fere, faire (“to do”) + -able.	adjective. Able to be done in practice.
featured	From feature + -ed.	adjective. displayed with special treatment
feedback	From feed + back.	noun. Critical assessment of a process or activity or of their results.
feminist	First attested in 1852. Ultimately from Latin fēminīnus, from fēmina (“woman”). See also feminine, feminism.	adjective. Relating to or in accordance with feminism.
festival	From Middle English festival (adjective), from Old French festival (“festive”), from Late Latin fēstīvālis, from Latin fēstīvus (“festive”). By surface analysis, festive + -al. Displaced native Old English frēols. The noun is shortened from festival day, from Middle English festival dai, festiuall day (“feast day, festival”).	adjective. Pertaining to a feast or feast day; festive.
fighting	From Middle English feghtyng, fyȝtynge, fightand, feghtand, feghtande, feightand, feȝtand, viȝtinde, feihtende, from Old English feohtende, from Proto-Germanic *fehtandz, present participle of Proto-Germanic *fehtaną (“to comb, struggle, contend with”), equivalent to fight + -ing.	adjective. Engaged in war or other conflict.
filtered	From filter + -ed.	adjective. With a filter (e.g., a cigarette).
finalize	From final + -ize.	verb. To make final or firm; to finish or complete.
firework	From fire + work. Compare Saterland Frisian Fjuurwierk (“firework”), West Frisian fjoerwurk (“firework”), Dutch vuurwerk (“firework”), Low German Füürwark, Füerwark (“firework”), German Feuerwerk (“firework”), Danish fyrværkeri (“firework”), Swedish fyrverkeri (“firework”), Faroese fýrverk (“firework”).	noun. A device using gunpowder and other chemicals which, when lit, emits a combination of coloured flames, sparks, whistles or bangs, and sometimes made to rocket high into the sky before exploding, used for entertainment or celebration.
flashing	From flash + -ing.	noun. A sudden blazing or bursting, as of fire or water.
flexible	From Middle French flexible, from Latin flexibilis, from flectō (“to bend, curve”). Morphologically flex + -ible.	adjective. Capable of being flexed or bent without breaking; able to be turned or twisted without breaking.
floating	By surface analysis, float + -ing.	adjective. That floats or float.
flushing	From Middle English flusshyng, flusshynge, equivalent to flush + -ing.	noun. The act by which something is flushed.
follower	From Middle English folwer, folwere, folewer, from Old English folgere (“follower; attendant; disciple”), equivalent to follow + -er. Cognate with Saterland Frisian Foulger, West Frisian folger, Dutch volger, German Folger, Swedish följare.	noun. One who follows, comes after another.
football	From Middle English fotbal, footbal, equivalent to foot + ball, because the ball was primarily manipulated with the feet in early versions of the game (though some modern varieties involve more handling than kicking). The name for the briefcase is a play on “dropkick”, the code name of an early version of the nuclear war plan.	noun. A sport played on foot in which teams attempt to get a ball into a goal or zone defended by the other team.
footnote	From foot + note.	noun. A short piece of text, often numbered, placed at the bottom of a printed page, that adds a comment, citation, reference etc, to a designated part of the main text.
forcibly	From Middle English forceably, equivalent to forcible + -ly.	adverb. In a forcible manner, by force, against one's will.
forecast	From Middle English forecasten, forcasten, equivalent to fore- + cast. The noun is from Middle English forecast, forcast.	verb. To estimate how something will be in the future.
forgiven	Morphologically forgive + -n.	verb. past participle of forgive
formally	From formal + -ly.	adverb. In a formal manner.
formerly	From former + -ly.	adverb. at some time in the past
forwards	From forward + -s (adverbial suffix).	adverb. Synonym of forward in most senses.
fountain	From Middle English [Term?]; from Old French fontaine (whence modern fontaine); from Late Latin fontana, from Latin fontanus, fontaneus, adjectives from fons (“source, spring”).	noun. A natural source of water; a spring.
fourteen	From Middle English fourtene, from Old English fēowertīene, from Proto-Germanic *fedurtehun. Cognate with West Frisian fjirtjin, Dutch veertien, German vierzehn, Danish fjorten. Equivalent to four + -teen.	numeral. The cardinal number occurring after thirteen and before fifteen.
fraction	From Middle English fraccioun (“a breaking”), from Anglo-Norman, Old French fraccion, from Medieval Latin fractio (“a fragment, portion”), from earlier Latin fractio (“a breaking, a breaking into pieces”), from fractus, past participle of frangere (“to break”) (whence English frangible), from Proto-Indo-European *bʰreg- (English break). Doublet of frazione.	noun. A part of a whole, especially a comparatively small part.
fragment	From Late Middle English fragment, from Latin fragmentum (“a fragment, remnant”), from frangō (“to break”) + -mentum.	noun. A part broken off; a small, detached portion; an imperfect part, either physically or not.
freezing	By surface analysis, freeze + -ing.	adjective. Suffering or causing frost.
frequent	From Old French frequent, from Latin frequens (“crowded, crammed, frequent, repeated, etc.”), possibly from a Proto-Indo-European *bʰrekʷ- (“to cram together”).	adjective. Done or occurring often; common.
friction	From Middle French friction and directly from Latin frictionem, nom. frictio (“a rubbing, rubbing down”).	noun. The rubbing of one object or surface against another.
friendly	From Middle English frendly, freendly, frendely, frendlich, from Old English frēondlīċ, from Proto-Germanic *frijōndlīkaz, equivalent to friend + -ly. Cognate with Saterland Frisian früntelk, fjuntelk (“friendly”), West Frisian freonlik (“friendly”), Dutch vriendelijk (“friendly”), German Low German fründelk, frünnelk (“friendly”), German freundlich (“friendly”). Doublet of friendlike.	adjective. Generally warm, approachable and easy to relate with in character.
frighten	From Middle English *frightenen, equivalent to fright + -en.	verb. To cause to feel fear; to scare; to cause to feel alarm or fright.
function	From Middle French function, from Old French fonction, from Latin functiō (“performance, execution”), from functus, perfect participle of fungor (“to perform, execute, discharge”), from Proto-Indo-European *bʰewg- (“to enjoy”).	noun. What something does or is used for.
galactic	Borrowed from Ancient Greek γαλακτικός (galaktikós, “milky”), from γάλα (gála, “milk”). Doublet of galactico.	adjective. Relating to a galaxy. Relating to the Milky Way galaxy.
garbling	From garble + -ing.	verb. present participle and gerund of garble
gasoline	From gas + -ol (suffix used in the names of oils) + -ine (suffix used in the names of derivatives). So called because it was originally used in the manufacture and enrichment of domestic gases, such as air gas. Some sources suggest that the name originated from the brand name Cazeline, a petroleum -derived lighting oil, from the surname of the man who first marketed it in 1862, John Cassell, and the suffix –eline, from Greek ἔλαιον (élaion, “oil, olive oil”), from ἐλαία (elaía, “olive”). Gasolene is found from 1863, and gasoline from 1864.	noun. A flammable liquid consisting of a mixture of refined petroleum hydrocarbons, mainly used as a motor fuel; petrol.
generate	From Latin generō (“beget, procreate, produce”) + -ate (verb-forming suffix), from genus (“a kind, race, family”, gener- in compounds) + -ō; see genus. Compare Italian generare, French générer (and its older (and now obsolete) English cognate from Middle French, gender (“engender, breed, copulate”)).	verb. To bring into being; give rise to.
generous	From Middle French genereux, and its source, Latin generōsus (“of noble birth”), from genus (“race, stock”).	adjective. Noble in behaviour or actions; principled, not petty; kind, magnanimous.
genetics	From Ancient Greek γένεσις (génesis, “origin”). Coined by English biologist William Bateson in 1905 in a letter to zoologist Adam Sedgwick, and first used publicly by Bateson at a lecture to the International Conference on Plant Hybridization in 1906.	noun. The branch of biology that deals with the transmission and variation of inherited characteristics, in particular chromosomes and DNA.
geometry	From Middle English gemetry, geometrie, from Old French geometrie (modern French géométrie), from Latin geōmetria, from Ancient Greek γεωμετρία (geōmetría, “geometry, land-survey”), from γεωμέτρης (geōmétrēs, “geometer, land measurer”), from γῆ (gê, “earth, land, country”) + -μετρία (-metría, “measurement”), from μέτρον (métron, “a measure”). By surface analysis, geometer + -y or geo- + -metry. Doublet of gematria. Displaced native Old English eorþcræft, literally, " earth - craft ".	noun. The branch of mathematics dealing with spatial relationships.
globally	From global + -ly.	adverb. In all places or situations.
glorious	From Middle English glorious, from Anglo-Norman glorius and Old French glorïos, from Latin glōriōsus. Displaced native Middle English wulderful, from Old English wuldorfull (“glorious”), among other terms. Equivalent to glory + -ous.	adjective. Exhibiting attributes, qualities, or acts that are worthy of or receive glory.
goldfish	From gold + fish.	noun. A type of small fish, Carassius auratus, typically orange -colored.
goodness	From Middle English goodnesse, godnesse, from Old English gōdnes (“goodness; virtue; kindness”), from Proto-West Germanic *gōdnassī (“goodness”), equivalent to good + -ness. Cognate with Scots guidness (“goodness”), West Frisian goedens (“goodness”), Old High German guotnessī (“goodness”), Middle High German guotnisse (“goodness”), Russian годность (godnostʹ, “suitability, fitness”).	noun. The state or characteristic of being good.
gorgeous	From Middle English gorgeouse, a borrowing from Middle French gorgias (“elegant, fashionable”), from Old French gourgias, gorgias (“gorgeous, gaudy, flaunting, gallant, fine”), of uncertain origin, but apparently connected with Old French gorgias (“a gorget, ruffle for the neck”), from Old French gorge (“bosom, throat”). See gorge. Semantic evolution probably akin to "swelling of the throat or bosom due to pride, bridling up" to "assume an air of importance, flaunting".	adjective. Sumptuously dressed.
governor	From Middle English governour, from Old French gouvreneur, from Latin gubernator, from Ancient Greek κυβερνήτης (kubernḗtēs, “steersman, pilot, guide”), from κυβερνάω (kubernáō, “to steer, to drive, to guide, to act as a pilot”), of disputed origin. By surface analysis, govern + -or. Doublet of gubernator.	noun. The chief executive officer of a first - level administrative division of a country.
graduate	From Middle English graduat(e) (“(noun) a graduate of a university; (adjective) graduate, having graduated”, also used as the past participle of graduaten (“to graduate”)), borrowed from Medieval Latin graduātus (“graduated, graduate”), perfect passive participle of graduō (“to graduate”) (see -ate (adjective-forming suffix)), from gradus (“step”) + -ō (verb-forming suffix). The noun is originally derived within Latin from the adjective via substantivization, see -ate (noun-forming suffix). Sense 10 of the verb, relating to Japanese entertainment, is a semantic loan from Japanese 卒業 (sotsugyō).	noun. A person who is recognized as having completed any of various levels of education.
graffiti	Borrowed from Italian graffiti, from graffito, from graffire, borrowed from Ancient Greek γρᾰ́φω (grắphō, “to write”), from Proto-Hellenic *grə́pʰō, from Proto-Indo-European *gerbʰ-.	noun. Drawings or words drawn on a surface in a public place, usually made without authorization.
graffito	Borrowed from Italian graffito.	noun. An informal inscription, as by a worker or vandal.
grateful	From grate (“(obsolete) serving to gratify, agreeable, pleasing; grateful, thankful”) + -ful (suffix forming adjectives with the sense of tending to have or thoroughly having a quality). Grate is a learned borrowing from Latin grātus (“agreeable, pleasing; beloved, dear; grateful, thankful”), ultimately from Proto-Indo-European *gʷerH- (“to express approval, praise; to elevate”).	adjective. Of a person or their actions, feelings, etc.: expressing gratitude or appreciation; appreciative, thankful.
grinding	Inherited from Middle English gryndynge. By surface analysis, grind + -ing.	verb. present participle and gerund of grind
guessing	From Middle English gessyng, gessynge, equivalent to guess + -ing.	noun. The act of making a guess; estimate or prediction; foresight.
guidance	From guide + -ance. Displaced native Old English lādtēowdōm.	noun. The act or process of guiding.
gullible	Origin uncertain. Either from gull (“to dupe, trick, fool”) + -ible; or alternatively from Middle English gole, goll, gol (“an unfledged bird, silly fellow”), perhaps from Old Norse gulr (“yellow, pale”), from the hue of its down.	adjective. Easily deceived or duped; naive, easily cheated or fooled.
handbook	From Middle English handbok, from Old English handbōc (“handbook”), possibly reinforced as a calque of German Handbuch (“handbook”). By surface analysis, hand + book. Compare West Frisian hânboek (“handbook”), Dutch handboek (“handbook”), German Low German Handbook (“handbook”), Danish håndbog (“handbook”), Swedish handbok (“handbook”), Icelandic handbók (“handbook”).	noun. A topically organized book of reference on a certain field of knowledge, regardless of size, but archetypally one to be kept readily at hand.
handicap	From hand-in-cap, in reference to holding the game stakes in a cap.	noun. Something that prevents, hampers, or hinders.
handling	From Middle English handlinge, hondlunge, from Old English handlung (“handling”), equivalent to handle + -ing. Cognate with Dutch handeling (“trade, operation, action”), German Handlung (“act, action”), Swedish handling (“act, deed, action”).	noun. A touching, controlling, managing, using, taking care of, etc., with the hand or hands, or as with the hands.
hangover	American English; hang + over. First sense was first attested in 1904. Third sense was first attested in 1894.	noun. Negative effects, such as headache or nausea, caused by previous drunkenness due to (excessive) consumption of alcohol.
hardback	From hard + back, formed in analogy to earlier paperback.	noun. A book with a solid binding.
hardship	From Middle English hardshipe, equivalent to hard + -ship.	noun. Difficulty or trouble; hard times.
